1082	17	3.79
1081	54	2.09
1080	91	9.03
1080	90	2.62
1081	53	3.59
1080	93	7.52
1081	55	0.97
1082	18	-7.82
1081	58	5.05
1082	20	-3.59
1080	94	-2.33
1081	57	-6.46
1082	23	-2.62
1080	97	1.84
1081	59	1.21
1081	62	-4.17
1082	24	-3.98
1081	61	-1.8
1082	27	5.68
1081	66	-7.23
1082	30	3.3
1081	72	-8.25
1081	73	-4.9
1082	36	4.85
1081	74	-4.56
1082	38	-4.08
1081	76	-0.1
1083	3	-7.86
1083	4	-7.72
1082	41	0.44
1081	78	-5.58
1083	7	6.99
1082	44	-4.95
1083	9	0.73
1082	47	5.05
1083	10	5.24
1081	84	-4.13
1081	24	2.28
1080	61	4.71
1079	98	8.74
1079	97	-0.19
1081	23	2.91
1080	60	-9.37
1081	22	0.92
1079	96	9.03
1081	21	4.95
1081	26	2.57
1079	100	4.47
1080	62	2.82
1081	32	6.36
1081	31	6.99
1080	67	-5.05
1081	30	-3.2
1081	29	7.04
1080	66	-2.77
1081	35	1.02
1080	71	-8.16
1081	34	-1.21
1080	70	-4.76
1082	2	-5.15
1081	39	-4.22
1080	74	-2.82
1082	6	5.97
1081	44	2.43
1081	41	-9.71
1080	78	4.37
1082	4	-6.65
1080	79	0.92
1082	5	5.05
1081	48	4.22
1080	85	-0.68
1082	11	-3.98
1082	8	2.52
1081	46	0.05
1080	83	5.44
1082	9	1.46
1081	49	-2.57
1080	86	2.38
1082	13	5.24
1084	11	-5.97
1083	48	0.53
1083	47	4.03
1083	49	4.22
1084	12	-5.29
1082	86	-7.18
1083	44	-9.13
1082	81	4.66
1084	7	-7.52
1084	6	-3.01
1083	43	-7.62
1082	80	7.48
1083	46	-0.87
1082	83	3.2
1084	8	-1.07
1083	56	8.83
1084	19	-4.22
1082	93	3.79
1083	55	-7.72
1083	58	-8.35
1084	21	4.17
1084	20	1.7
1084	15	6.5
1083	52	1.55
1083	51	-2.72
1083	54	-6.46
1082	90	-4.27
1082	100	-3.93
1084	26	8.25
1083	63	4.27
1084	27	6.8
1084	28	3.74
1082	97	5.15
1083	60	-8.79
1084	24	3.74
1083	61	8.98
1084	36	4.42
1083	73	4.47
1084	37	-1.94
1084	30	-5.97
1083	68	8.35
1084	31	-7.57
1084	32	5.49
1083	70	-2.48
1082	55	1.41
1083	18	4.03
1081	92	-6.31
1083	17	1.02
1081	91	-3.35
1083	16	3.98
1081	90	-7.09
1082	52	4.85
1083	14	0.68
1082	51	-0.49
1081	87	-6.46
1082	50	2.62
1082	49	-2.86
1083	11	3.3
1082	48	3.4
1082	63	-5.34
1083	25	-0.92
1082	62	8.64
1081	99	3.4
1082	61	6.84
1083	24	-6.46
1081	98	-2.96
1083	23	4.32
1081	97	-6.26
1083	22	2.48
1083	21	1.07
1083	20	-2.57
1082	57	-0.68
1083	19	7.86
1082	70	1.17
1083	33	-2.48
1083	31	6.36
1082	68	7.09
1083	32	8.79
1082	69	6.55
1083	29	5.68
1082	66	4.22
1083	28	1.84
1083	41	-5.68
1084	4	-4.47
1084	5	-3.74
1083	39	1.55
1082	77	5.39
1083	37	-5.19
1082	75	4.32
1083	35	8.2
1085	41	3.98
1084	78	-6.12
1085	44	4.66
1085	45	3.16
1086	8	-1.21
1084	82	2.33
1085	46	8.45
1085	47	4.9
1086	10	-6.65
1084	85	-7.09
1086	11	-6.75
1085	33	-1.12
1085	34	0.0
1084	71	-8.01
1084	72	0.53
1084	73	-6.89
1084	74	-6.31
1085	37	-1.36
1086	2	-2.09
1085	39	4.9
1084	76	-5.68
1084	77	-6.99
1085	58	3.11
1084	95	-4.27
1085	57	0.53
1086	23	-6.75
1084	87	2.96
1085	49	7.38
1086	15	-1.31
1084	88	8.79
1084	91	8.64
1086	17	-9.17
1086	16	-8.83
1085	53	4.9
1086	19	-7.67
1085	55	4.47
1086	18	-4.22
1085	11	6.6
1084	49	3.88
1083	86	-1.89
1085	12	6.8
1083	83	-3.4
1084	47	-3.54
1083	84	-5.83
1084	52	-6.12
1083	89	8.3
1084	53	5.15
1083	87	-3.64
1085	13	4.08
1084	50	5.92
1085	14	-1.31
1083	88	-2.18
1085	3	1.7
1084	40	8.16
1083	77	8.35
1083	78	6.31
1084	41	-7.77
1084	38	7.38
1085	1	4.51
1083	75	-3.01
1083	76	-0.19
1084	39	0.29
1085	7	-2.48
1083	81	-4.9
1084	44	8.2
1084	45	4.17
1085	5	1.02
1084	43	7.72
1083	80	2.86
1085	6	6.5
1085	27	5.34
1084	63	-0.58
1085	26	6.41
1085	25	-0.68
1084	62	6.21
1085	32	7.28
1084	68	-2.62
1085	31	7.38
1085	30	2.57
1084	67	7.62
1085	29	4.37
1085	20	-2.67
1083	94	-0.24
1085	19	1.07
1084	56	4.42
1083	93	3.54
1084	61	-6.6
1085	24	4.08
1085	23	3.74
1084	60	3.11
1083	97	1.31
1085	21	2.86
1084	58	-8.64
1087	35	-3.64
1087	36	2.04
1086	74	-4.27
1086	75	-9.32
1086	68	-2.28
1087	32	5.68
1086	71	-8.88
1086	67	-7.96
1086	60	-9.32
1085	97	7.14
1085	98	7.57
1087	24	-2.57
1086	62	-1.84
1085	99	4.37
1085	100	4.81
1088	15	5.19
1086	89	-4.76
1087	52	4.37
1087	51	2.91
1088	14	8.01
1088	17	-4.17
1087	54	6.94
1086	85	-5.49
1087	47	3.79
1088	13	6.26
1087	49	2.14
1086	81	-5.87
1088	7	7.14
1087	44	3.35
1088	6	9.08
1086	80	-4.51
1087	46	2.09
1088	9	1.21
1087	45	5.92
1087	40	0.49
1086	76	-2.43
1087	42	5.97
1088	5	5.87
1087	41	-1.89
1088	4	-7.14
1086	78	-2.96
1085	79	0.97
1086	43	-8.54
1085	78	3.88
1086	38	-6.65
1085	75	-4.03
1085	76	7.48
1085	73	0.92
1085	74	-6.17
1085	71	-6.36
1086	35	-5.68
1085	72	-5.0
1085	69	4.71
1085	70	2.67
1086	30	-6.84
1086	31	-6.41
1085	68	6.21
1086	28	-5.34
1085	65	4.47
1085	66	-4.13
1085	96	-1.99
1087	21	0.68
1086	58	-9.37
1085	94	-1.84
1087	20	0.05
1086	56	-6.36
1085	93	4.85
1085	92	8.25
1086	54	-2.52
1086	53	-1.8
1085	89	4.22
1087	15	-0.87
1086	51	-7.38
1087	13	2.91
1086	49	-2.82
1086	48	-4.95
1086	47	-6.6
1085	84	0.87
1085	83	-2.48
1087	8	1.21
1086	45	-8.98
1087	7	-1.02
1085	81	8.3
1089	31	5.24
1088	68	2.52
1089	32	5.87
1088	69	8.79
1089	35	3.4
1088	72	0.1
1088	73	4.22
1089	33	-1.75
1088	70	-6.75
1089	39	5.29
1088	76	-2.09
1090	3	9.03
1089	40	3.74
1089	37	1.46
1088	74	-2.14
1089	38	3.35
1090	6	5.19
1088	80	3.83
1089	44	5.19
1088	78	-4.71
1089	41	1.21
1090	5	-4.76
1087	89	2.62
1089	14	3.64
1087	88	5.05
1087	87	3.35
1088	50	8.88
1089	20	-2.82
1087	94	-4.32
1089	19	-2.09
1087	93	-5.44
1088	55	8.06
1089	18	1.75
1087	91	5.29
1088	54	9.22
1088	61	7.91
1089	23	4.27
1088	60	1.41
1089	22	3.35
1088	58	-6.5
1088	65	-2.82
1088	64	0.78
1089	26	6.02
1088	62	-3.3
1089	25	4.17
1087	99	0.0
1087	71	-4.27
1088	34	4.08
1088	35	4.95
1087	73	-5.63
1087	74	-6.46
1087	75	-3.88
1088	38	8.79
1089	2	3.64
1088	39	-7.96
1087	76	-0.39
1088	40	8.69
1087	77	-0.39
1089	3	-0.39
1088	41	9.08
1087	78	0.92
1088	42	0.63
1087	79	2.67
1089	5	1.17
1089	6	5.63
1089	7	1.8
1087	82	0.87
1089	8	0.15
1087	83	0.92
1088	46	3.35
1087	86	4.08
1088	19	8.88
1086	92	-6.5
1088	21	8.25
1086	95	-4.56
1086	97	-3.45
1088	23	7.72
1088	22	8.2
1086	96	-4.66
1087	62	4.42
1088	24	-1.31
1087	61	7.04
1088	27	0.24
1088	28	9.08
1087	68	1.21
1088	30	-4.51
1087	70	-1.02
1088	33	-3.74
1088	32	9.37
1089	100	4.13
1090	60	5.15
1089	97	4.37
1091	23	-9.81
1089	98	2.91
1091	24	-9.56
1091	21	-4.61
1089	96	4.51
1090	59	6.26
1090	56	5.97
1089	93	3.98
1090	57	-0.05
1091	33	-9.37
1090	71	6.84
1090	68	9.08
1090	69	3.35
1091	29	8.54
1090	66	5.97
1091	30	-9.42
1090	67	4.81
1090	47	8.79
1091	9	-9.66
1090	46	5.83
1089	83	-1.7
1090	45	9.03
1091	8	6.17
1091	7	8.25
1091	6	-2.48
1090	43	5.1
1090	42	5.49
1090	41	2.52
1089	78	3.2
1090	40	6.94
1090	55	8.59
1089	91	3.06
1090	54	9.03
1091	17	7.33
1091	16	-8.4
1089	90	3.74
1089	89	5.19
1090	52	-9.85
1090	51	-7.77
1091	13	3.88
1089	87	4.71
1090	50	4.51
1090	49	1.36
1089	86	4.08
1090	48	6.5
1089	66	2.62
1090	24	7.14
1089	61	4.51
1088	99	4.85
1089	62	4.51
1090	27	7.82
1090	36	8.98
1090	37	8.88
1090	38	8.69
1091	2	-9.42
1090	32	1.55
1089	69	3.93
1090	33	6.8
1089	71	4.08
1089	72	3.74
1090	13	0.49
1089	50	3.74
1089	49	5.19
1090	12	9.17
1090	15	-2.72
1089	52	4.22
1088	88	3.06
1088	83	7.33
1090	9	7.62
1089	46	4.37
1088	82	-2.91
1090	8	-9.76
1088	84	0.92
1089	58	4.37
1088	95	2.43
1088	94	6.02
1090	23	8.93
1088	97	-5.24
1090	22	5.83
1090	17	-3.35
1088	91	-3.64
1089	53	5.34
1088	90	-6.46
1088	93	6.26
1090	19	6.41
1089	55	4.95
1088	92	9.08
1091	94	-9.22
1092	56	0.83
1091	93	-9.17
1093	19	-0.68
1093	18	-1.07
1091	92	-9.47
1092	54	5.29
1093	24	5.15
1092	61	3.83
1093	23	4.17
1091	97	-9.66
1092	59	3.59
1093	21	5.73
1092	58	-3.93
1093	12	3.79
1092	47	0.29
1091	84	-9.51
1091	83	2.38
1093	16	-9.71
1093	14	8.74
1091	88	0.49
1092	50	0.73
1091	87	-1.12
1093	3	6.07
1091	77	-9.27
1092	41	0.92
1093	4	6.12
1091	75	-9.71
1091	76	-1.89
1093	7	2.14
1091	81	-9.76
1092	45	3.74
1093	8	-2.48
1092	42	5.68
1092	43	5.34
1092	32	2.77
1091	70	-9.32
1092	33	5.97
1092	30	-9.42
1092	31	-1.94
1092	36	7.77
1092	37	0.29
1091	71	-9.22
1092	35	5.87
1091	60	-3.11
1090	97	8.69
1091	59	-9.71
1091	62	-8.45
1090	99	2.67
1092	24	-5.24
1092	27	-4.9
1091	64	-9.56
1092	26	-1.41
1091	63	-9.85
1090	100	-9.85
1092	28	2.77
1091	65	3.01
1091	52	-9.61
1092	15	1.41
1090	89	8.69
1092	17	1.26
1091	54	8.2
1091	53	1.75
1090	90	2.82
1092	16	-1.46
1090	93	7.18
1092	21	-4.37
1091	45	-3.2
1090	82	4.61
1092	8	5.68
1091	47	-9.56
1090	84	2.57
1092	11	3.5
1090	85	-7.04
1092	12	-1.75
1092	13	-6.5
1090	72	7.57
1090	73	6.02
1091	36	5.49
1091	37	-9.51
1090	74	-2.52
1091	38	-9.08
1090	75	-4.17
1091	39	-9.27
1092	3	-4.95
1092	4	2.96
1091	42	-9.37
1093	88	3.25
1095	14	7.38
1093	87	6.5
1095	12	5.97
1094	49	4.08
1093	86	1.94
1094	48	0.19
1093	85	-1.36
1093	84	-6.6
1095	10	9.03
1095	9	2.62
1095	8	5.15
1095	7	5.73
1095	5	1.31
1094	42	2.33
1095	4	5.92
1094	41	-1.26
1093	78	1.89
1093	77	2.91
1095	3	4.81
1095	2	-1.7
1094	39	-2.43
1093	75	1.99
1094	37	4.81
1093	74	0.05
1093	73	2.91
1094	34	0.87
1093	71	-7.04
1094	35	6.26
1093	69	9.27
1093	70	2.28
1093	67	3.45
1094	31	-5.78
1094	28	-3.59
1094	29	4.22
1094	26	3.25
1093	64	2.96
1093	61	6.89
1094	24	2.04
1092	98	-8.88
1092	99	-4.81
1093	59	-4.47
1094	20	-8.2
1093	57	4.37
1092	94	6.89
1094	21	-1.41
1093	58	-0.15
1092	91	3.06
1094	17	-9.9
1092	90	-8.45
1094	19	-7.52
1092	93	8.74
1094	18	-3.3
1093	55	8.64
1092	92	8.01
1092	86	-5.24
1094	15	-1.41
1093	51	8.4
1093	46	4.42
1094	8	-3.16
1092	82	6.8
1094	11	7.72
1092	85	9.22
1092	79	7.04
1092	81	6.94
1093	43	-0.05
1092	76	6.65
1094	3	3.64
1093	40	3.3
1092	77	6.36
1093	33	0.92
1092	70	2.67
1093	34	3.16
1092	71	6.75
1093	35	-1.89
1092	72	6.17
1093	36	-7.38
1092	66	-4.32
1093	29	-4.81
1093	30	3.88
1091	99	-9.51
1091	100	-1.55
1092	63	-1.8
1093	27	4.37
1092	64	-4.08
1093	28	4.9
1095	22	8.06
1094	59	-8.2
1095	21	-1.7
1094	58	-8.2
1093	95	8.79
1093	94	3.45
1094	56	0.58
1095	17	6.89
1094	54	3.69
1093	91	6.31
1094	53	-4.56
1093	90	-6.89
1095	15	5.39
1094	66	-0.05
1094	64	1.94
1094	63	6.5
1095	25	5.29
1093	99	6.31
1094	62	6.26
1093	98	6.46
1094	61	3.3
1093	97	-7.48
1094	60	2.86
1094	74	-8.69
1095	37	3.64
1096	1	1.07
1095	38	3.54
1094	70	1.99
1094	71	-1.8
1095	31	2.14
1094	68	5.0
1095	32	8.54
1095	45	4.32
1094	82	1.36
1095	46	7.04
1096	7	-3.64
1094	81	-3.01
1094	76	3.5
1096	3	1.07
1095	52	-1.65
1096	15	-3.45
1094	89	-0.49
1094	88	4.85
1096	17	-8.2
1095	54	7.77
1096	10	1.07
1094	84	-4.81
1094	87	-0.49
1096	12	0.49
1095	49	7.28
1095	60	6.94
1094	97	1.17
1095	62	8.64
1094	98	1.89
1094	93	3.25
1096	18	3.64
1095	55	8.06
1095	58	6.36
1094	95	4.03
1096	20	-4.61
1095	57	7.52
1094	94	1.46
1095	67	8.79
1096	32	3.11
1096	26	-1.02
1094	100	1.02
1095	63	5.73
1095	64	6.26
1096	27	2.04
1096	28	1.65
1095	65	4.03
1096	29	0.97
1095	66	7.14
1097	1	-8.2
1095	76	7.33
1096	39	-1.12
1097	3	-8.11
1096	40	1.21
1095	77	-5.1
1095	78	5.05
1096	34	2.33
1096	35	-0.58
1096	36	2.96
1095	73	-4.61
1095	74	2.91
1097	8	0.58
1096	45	-3.5
1095	82	7.18
1097	7	-8.01
1095	81	-2.33
1096	44	5.1
1096	43	0.97
1097	5	-7.86
1096	49	1.99
1095	86	5.39
1095	85	-0.87
1096	47	2.57
1095	84	7.77
1095	83	7.91
1096	53	0.73
1097	16	-7.86
1095	89	7.23
1096	52	1.21
1097	14	7.43
1097	13	-7.62
1096	57	1.75
1097	19	-8.25
1096	56	1.55
1095	93	7.48
1095	92	6.84
1097	17	-6.65
1096	54	1.89
1095	97	4.85
1095	98	-0.68
1097	21	-6.89
1096	58	1.75
1097	22	6.8
1097	27	6.75
1096	64	1.75
1096	62	1.5
1095	100	-0.63
1096	63	0.34
1096	68	-1.7
1096	69	1.17
1097	32	7.38
1097	29	-3.06
1096	66	-2.23
1097	30	-3.98
1097	35	-7.91
1096	70	1.21
1097	33	-6.26
1098	1	-9.37
1097	38	6.75
1096	74	1.6
1098	3	-9.27
1097	40	6.75
1098	2	-9.08
1097	39	-7.67
1098	5	-9.37
1097	41	6.41
1097	44	6.46
1098	7	-9.37
1097	43	6.5
1096	80	2.14
1096	82	2.18
1097	45	-7.52
1098	11	1.21
1097	48	-4.27
1098	10	8.88
1097	47	7.67
1096	86	4.03
1098	12	-4.13
1097	52	-7.28
1096	88	1.6
1096	90	2.04
1098	16	8.83
1098	17	8.69
1098	18	-9.56
1097	55	7.72
1098	19	9.08
1096	94	2.96
1097	57	-5.63
1097	58	2.18
1096	97	1.26
1098	23	-9.76
1097	60	6.36
1097	61	-4.66
1098	25	-8.83
1097	64	-5.58
1097	65	6.7
1098	28	8.64
1098	29	-6.55
1097	67	5.39
1098	31	3.74
1097	68	6.21
1097	83	1.12
1099	9	7.52
1098	47	8.79
1097	84	6.12
1097	81	3.4
1098	45	0.92
1099	8	-8.93
1098	42	-9.08
1098	43	0.97
1099	6	8.98
1099	3	7.52
1098	40	-7.96
1099	4	7.09
1099	1	5.15
1098	38	1.26
1097	76	6.12
1098	37	-9.47
1097	71	5.05
1098	32	8.79
1098	33	-9.32
1098	63	2.96
1097	100	2.23
1098	62	8.83
1097	99	6.75
1098	61	8.83
1097	98	-1.7
1097	97	7.33
1099	23	7.28
1099	22	7.52
1097	96	6.17
1098	58	-9.42
1097	95	-6.5
1099	21	5.1
1099	20	-3.06
1098	56	-9.22
1099	19	2.04
1097	93	3.88
1098	55	-9.42
1097	92	7.04
1098	54	8.45
1097	91	8.83
1099	16	-0.68
1097	90	-2.91
1099	15	2.28
1098	51	-4.37
1098	50	8.93
1097	87	6.84
1098	49	-9.42
1099	11	8.25
1097	85	5.92
1100	2	0.73
1099	39	8.79
1098	78	8.69
1099	41	7.23
1100	4	-5.05
1099	42	8.74
1098	79	8.88
1099	35	8.88
1098	74	9.03
1099	37	-4.95
1098	75	8.98
1100	1	-1.26
1098	70	3.74
1099	34	8.5
1098	64	-9.13
1099	28	3.64
1098	65	0.24
1098	66	-9.61
1099	29	6.65
1098	93	0.73
1099	55	8.5
1100	18	-3.64
1099	58	-4.47
1098	94	5.44
1100	15	-4.61
1100	14	6.5
1098	88	8.83
1100	16	-8.25
1099	53	8.25
1099	48	7.09
1098	85	-9.03
1100	13	-5.0
1099	50	8.64
1098	87	-2.33
1099	49	8.45
1100	7	-4.42
1098	81	-9.47
1100	6	5.29
1098	80	3.4
1099	43	-2.33
1099	46	8.93
1100	8	-5.58
1099	45	8.93
1098	82	8.64
1099	69	7.77
1099	70	8.5
1100	30	0.78
1100	31	6.99
1100	36	-4.03
1099	73	9.08
1099	74	6.6
1100	37	2.86
1100	34	5.78
1100	35	2.48
1099	72	5.39
1098	99	9.03
1100	25	2.48
1099	62	8.93
1098	96	-9.51
1100	22	0.1
1099	59	5.44
1098	97	9.17
1099	60	8.5
1100	26	3.93
1098	100	-8.74
1099	64	7.33
1100	27	1.31
1101	12	-2.23
1101	11	-9.13
1100	48	-0.44
1100	47	6.36
1101	10	-9.61
1101	9	-4.61
1100	46	7.57
1099	83	6.17
1099	90	8.2
1101	15	-1.99
1099	89	8.54
1101	14	-9.61
1100	50	4.22
1099	87	8.3
1101	4	-9.17
1100	40	0.83
1099	75	8.88
1101	1	-6.99
1100	45	-6.89
1101	7	-9.66
1100	44	-5.05
1099	81	8.83
1101	6	-5.19
1101	5	-8.88
1100	62	-7.62
1101	27	0.78
1101	28	-2.38
1101	30	-1.84
1101	32	-1.5
1099	91	7.72
1100	54	4.32
1099	92	8.64
1100	56	5.29
1099	93	8.69
1101	19	-3.11
1101	20	-0.49
1099	95	4.85
1101	22	-9.17
1101	23	-0.53
1100	60	-6.65
1099	97	3.79
1102	5	-4.61
1101	42	-1.41
1100	78	2.77
1101	44	-7.48
1100	80	7.91
1102	9	-0.73
1101	45	-6.75
1101	48	-1.89
1102	11	-0.63
1100	84	0.44
1101	33	-9.66
1100	70	2.67
1100	73	2.28
1101	38	1.41
1100	75	0.73
1101	40	-6.36
1102	2	-0.34
1102	32	0.0
1102	34	-0.1
1101	71	-9.71
1102	35	0.05
